년,월,체류자격,체류외국인수
2025,04,F3(동반),60680
2025,04,F4(재외동포),556262
2025,04,F5(영주),210569
2025,04,F6(결혼이민),150925
2025,04,G1(기타),57854
2025,04,H1(관광취업),3965
2025,04,H2(방문취업),91727
2025,04,기타(other),84912
2025,05,B1(사증면제),193245
2025,05,B2(관광통과),131962
2025,05,C1(일시취재),47
2025,05,C3(단기방문),163355
2025,05,C4(단기취업),3311
2025,05,D1(문화예술),50
2025,05,D2(유학),194051
2025,05,D3(기술연수),1687
2025,05,D4(일반연수),84569
2025,05,D5(취재),137
2025,05,D6(종교),1808
2025,05,D7(주재),1062
2025,05,D8(기업투자),8580
2025,05,D9(무역경영),2781
2025,05,D10(구직),21111
2025,05,E1(교수),1828
2025,05,E2(회화),13217
2025,05,E3(연구),3230
2025,05,E4(기술지도),204
2025,05,E5(전문직업),218
2025,05,E6(예술흥행),4567
2025,05,E7(특정활동),70825
2025,05,E8(계절근로),60535
2025,05,E9(비전문취업),339815
2025,05,E10(선원취업),21154
2025,05,F1(방문동거),88870
2025,05,F2(거주),64031
2025,05,F3(동반),62562
2025,05,F4(재외동포),555485
2025,05,F5(영주),212196
2025,05,F6(결혼이민),151076
2025,05,G1(기타),58009
2025,05,H1(관광취업),3986
2025,05,H2(방문취업),90393
2025,05,기타(other),82772
2025,06,B1(사증면제),187497
2025,06,B2(관광통과),171063
2025,06,C1(일시취재),16
2025,06,C3(단기방문),167515
2025,06,C4(단기취업),3051
2025,06,D1(문화예술),46
2025,06,D2(유학),191297
2025,06,D3(기술연수),1663
2025,06,D4(일반연수),88472
2025,06,D5(취재),138
2025,06,D6(종교),1785
2025,06,D7(주재),1062
2025,06,D8(기업투자),8560
2025,06,D9(무역경영),2851
2025,06,D10(구직),20647
2025,06,E1(교수),1822
2025,06,E2(회화),13125
2025,06,E3(연구),3187
2025,06,E4(기술지도),207
2025,06,E5(전문직업),218
2025,06,E6(예술흥행),4602
2025,06,E7(특정활동),71877
2025,06,E8(계절근로),60563
2025,06,E9(비전문취업),341453
2025,06,E10(선원취업),21181
2025,06,F1(방문동거),86352
2025,06,F2(거주),64715
2025,06,F3(동반),64418
2025,06,F4(재외동포),554895
2025,06,F5(영주),214036
2025,06,F6(결혼이민),151472
2025,06,G1(기타),58283
2025,06,H1(관광취업),3939
2025,06,H2(방문취업),89225
2025,06,기타(other),81564
2025,07,B1(사증면제),187926
2025,07,B2(관광통과),158473
2025,07,C1(일시취재),21
2025,07,C3(단기방문),176800
2025,07,C4(단기취업),3565
2025,07,D1(문화예술),56
2025,07,D2(유학),190061
2025,07,D3(기술연수),1665
2025,07,D4(일반연수),85613
2025,07,D5(취재),138
2025,07,D6(종교),1784
2025,07,D7(주재),1092
2025,07,D8(기업투자),8529
2025,07,D9(무역경영),2849
2025,07,D10(구직),19856
2025,07,E1(교수),1793
2025,07,E2(회화),13079
2025,07,E3(연구),3179
2025,07,E4(기술지도),195
2025,07,E5(전문직업),223
2025,07,E6(예술흥행),4659
2025,07,E7(특정활동),73224
2025,07,E8(계절근로),59200
2025,07,E9(비전문취업),341730
2025,07,E10(선원취업),21381
2025,07,F1(방문동거),83661
2025,07,F2(거주),65615
2025,07,F3(동반),67021
2025,07,F4(재외동포),555437
2025,07,F5(영주),215335
2025,07,F6(결혼이민),151935
2025,07,G1(기타),58876
2025,07,H1(관광취업),3853
2025,07,H2(방문취업),88049
2025,07,기타(other),83661
2025,08,B1(사증면제),185774
2025,08,B2(관광통과),144178
2025,08,C1(일시취재),13
2025,08,C3(단기방문),153790
2025,08,C4(단기취업),3131
2025,08,D1(문화예술),61
2025,08,D2(유학),225769
2025,08,D3(기술연수),1639
2025,08,D4(일반연수),82863
2025,08,D5(취재),132
2025,08,D6(종교),1794
2025,08,D7(주재),1075
2025,08,D8(기업투자),8553
2025,08,D9(무역경영),2860
2025,08,D10(구직),18911
2025,08,E1(교수),1819
2025,08,E2(회화),13527
2025,08,E3(연구),3263
2025,08,E4(기술지도),197
2025,08,E5(전문직업),223
2025,08,E6(예술흥행),4846
2025,08,E7(특정활동),74970
2025,08,E8(계절근로),60896
2025,08,E9(비전문취업),343040
2025,08,E10(선원취업),21478
2025,08,F1(방문동거),81987
2025,08,F2(거주),66343
2025,08,F3(동반),68862
2025,08,F4(재외동포),555426
2025,08,F5(영주),216276
2025,08,F6(결혼이민),152511
2025,08,G1(기타),59249
2025,08,H1(관광취업),3848
2025,08,H2(방문취업),86470
2025,08,기타(other),83835
2025,09,B1(사증면제),185051
2025,09,B2(관광통과),132383
2025,09,C1(일시취재),22
2025,09,C3(단기방문),150045
2025,09,C4(단기취업),2959
2025,09,D1(문화예술),73
2025,09,D2(유학),234332
2025,09,D3(기술연수),1571
2025,09,D4(일반연수),84984
2025,09,D5(취재),132
2025,09,D6(종교),1834
2025,09,D7(주재),1135
2025,09,D8(기업투자),8563
2025,09,D9(무역경영),2802
2025,09,D10(구직),21856
2025,09,E1(교수),1809
2025,09,E2(회화),13149
2025,09,E3(연구),3433
2025,09,E4(기술지도),196
2025,09,E5(전문직업),222
2025,09,E6(예술흥행),4833
2025,09,E7(특정활동),76595
2025,09,E8(계절근로),64000
2025,09,E9(비전문취업),342211
2025,09,E10(선원취업),21533
2025,09,F1(방문동거),80651
2025,09,F2(거주),67052
2025,09,F3(동반),70887
2025,09,F4(재외동포),556427
2025,09,F5(영주),217428
2025,09,F6(결혼이민),153238
2025,09,G1(기타),59743
2025,09,H1(관광취업),3956
2025,09,H2(방문취업),86069
2025,09,기타(other),86658
2025,10,B1(사증면제),210538
2025,10,B2(관광통과),183693
2025,10,C1(일시취재),528
2025,10,C3(단기방문),177114
2025,10,C4(단기취업),3264
2025,10,D1(문화예술),65
2025,10,D2(유학),222575
2025,10,D3(기술연수),1555
2025,10,D4(일반연수),84775
2025,10,D5(취재),129
2025,10,D6(종교),1862
2025,10,D7(주재),1137
2025,10,D8(기업투자),8566
2025,10,D9(무역경영),2778
2025,10,D10(구직),22673
2025,10,E1(교수),1772
2025,10,E2(회화),13085
2025,10,E3(연구),3420
2025,10,E4(기술지도),200
2025,10,E5(전문직업),225
2025,10,E6(예술흥행),4800
2025,10,E7(특정활동),78214
2025,10,E8(계절근로),65065
2025,10,E9(비전문취업),343632
2025,10,E10(선원취업),21495
2025,10,F1(방문동거),79412
2025,10,F2(거주),67437
2025,10,F3(동반),72178
2025,10,F4(재외동포),556291
2025,10,F5(영주),218364
2025,10,F6(결혼이민),153849
2025,10,G1(기타),60286
2025,10,H1(관광취업),4091
2025,10,H2(방문취업),85296
2025,10,기타(other),87161
2025,11,B1(사증면제),180456
2025,11,B2(관광통과),143802
2025,11,C1(일시취재),16
2025,11,C3(단기방문),148328
2025,11,C4(단기취업),3006
2025,11,D1(문화예술),61
2025,11,D2(유학),222099
2025,11,D3(기술연수),1586
2025,11,D4(일반연수),87092
2025,11,D5(취재),130
2025,11,D6(종교),1862
2025,11,D7(주재),1122
2025,11,D8(기업투자),8569
2025,11,D9(무역경영),2806
2025,11,D10(구직),22406
2025,11,E1(교수),1754
2025,11,E2(회화),13060
2025,11,E3(연구),3425
2025,11,E4(기술지도),205
2025,11,E5(전문직업),222
2025,11,E6(예술흥행),4663
2025,11,E7(특정활동),79843
2025,11,E8(계절근로),49421
2025,11,E9(비전문취업),344175
2025,11,E10(선원취업),21364
2025,11,F1(방문동거),77766
2025,11,F2(거주),67847
2025,11,F3(동반),73973
2025,11,F4(재외동포),556208
2025,11,F5(영주),219499
2025,11,F6(결혼이민),154401
2025,11,G1(기타),60652
2025,11,H1(관광취업),4116
2025,11,H2(방문취업),84382
2025,11,기타(other),84766
2025,12,B1(사증면제),192126
2025,12,B2(관광통과),174726
2025,12,C1(일시취재),14
2025,12,C3(단기방문),173498
2025,12,C4(단기취업),2469
2025,12,D1(문화예술),60
2025,12,D2(유학),219571
2025,12,D3(기술연수),1577
2025,12,D4(일반연수),92657
2025,12,D5(취재),130
2025,12,D6(종교),1849
2025,12,D7(주재),1108
2025,12,D8(기업투자),8558
2025,12,D9(무역경영),2680
2025,12,D10(구직),21951
2025,12,E1(교수),1734
2025,12,E2(회화),12947
2025,12,E3(연구),3398
2025,12,E4(기술지도),209
2025,12,E5(전문직업),221
2025,12,E6(예술흥행),4430
2025,12,E7(특정활동),82226
2025,12,E8(계절근로),38330
2025,12,E9(비전문취업),344403
2025,12,E10(선원취업),21262
2025,12,F1(방문동거),75593
2025,12,F2(거주),68096
2025,12,F3(동반),75684
2025,12,F4(재외동포),556288
2025,12,F5(영주),221021
2025,12,F6(결혼이민),154903
2025,12,G1(기타),61446
2025,12,H1(관광취업),4087
2025,12,H2(방문취업),82418
2025,12,기타(other),81577
2026,01,B1(사증면제),156585
2026,01,B2(관광통과),138721
2026,01,C1(일시취재),18
2026,01,C3(단기방문),160663
2026,01,C4(단기취업),2773
2026,01,D1(문화예술),55
2026,01,D2(유학),220115
2026,01,D3(기술연수),1562
2026,01,D4(일반연수),89077
2026,01,D5(취재),127
2026,01,D6(종교),1836
2026,01,D7(주재),1132
2026,01,D8(기업투자),8599
2026,01,D9(무역경영),2678
2026,01,D10(구직),21470
2026,01,E1(교수),1730
2026,01,E2(회화),12805
2026,01,E3(연구),3347
2026,01,E4(기술지도),209
2026,01,E5(전문직업),218
2026,01,E6(예술흥행),4457
2026,01,E7(특정활동),81333
2026,01,E8(계절근로),34733
2026,01,E9(비전문취업),348075
2026,01,E10(선원취업),21169
2026,01,F1(방문동거),74097
2026,01,F2(거주),68647
2026,01,F3(동반),77440
2026,01,F4(재외동포),556045
2026,01,F5(영주),221877
2026,01,F6(결혼이민),155559
2026,01,G1(기타),61694
2026,01,H1(관광취업),4176
2026,01,H2(방문취업),81770
2026,01,기타(other),85638
2026,02,B1(사증면제),159847
2026,02,B2(관광통과),149503
2026,02,C1(일시취재),14
2026,02,C3(단기방문),142788
2026,02,C4(단기취업),2429
2026,02,D1(문화예술),57
2026,02,D2(유학),238905
2026,02,D3(기술연수),1516
2026,02,D4(일반연수),78797
2026,02,D5(취재),128
2026,02,D6(종교),1834
2026,02,D7(주재),1125
2026,02,D8(기업투자),8541
2026,02,D9(무역경영),2670
2026,02,D10(구직),22738
2026,02,E1(교수),1795
2026,02,E2(회화),13424
2026,02,E3(연구),3351
2026,02,E4(기술지도),204
2026,02,E5(전문직업),216
2026,02,E6(예술흥행),4407
2026,02,E7(특정활동),82336
2026,02,E8(계절근로),35065
2026,02,E9(비전문취업),348177
2026,02,E10(선원취업),20938
2026,02,F1(방문동거),72395
2026,02,F2(거주),69028
2026,02,F3(동반),78716
2026,02,F4(재외동포),555541
2026,02,F5(영주),223134
2026,02,F6(결혼이민),155788
2026,02,G1(기타),61625
2026,02,H1(관광취업),4196
2026,02,H2(방문취업),78787
2026,02,기타(other),89974
2026,03,B1(사증면제),197767
2026,03,B2(관광통과),183192
2026,03,C1(일시취재),28
2026,03,C3(단기방문),159248
2026,03,C4(단기취업),2947
2026,03,D1(문화예술),59
2026,03,D2(유학),243656
2026,03,D3(기술연수),1521
2026,03,D4(일반연수),86104
2026,03,D5(취재),125
2026,03,D6(종교),1855
2026,03,D7(주재),1132
2026,03,D8(기업투자),8515
2026,03,D9(무역경영),2707
2026,03,D10(구직),26150
2026,03,E1(교수),1798
2026,03,E2(회화),12814
2026,03,E3(연구),3353
2026,03,E4(기술지도),208
2026,03,E5(전문직업),212
2026,03,E6(예술흥행),4486
2026,03,E7(특정활동),83284
2026,03,E8(계절근로),51725
2026,03,E9(비전문취업),347922
2026,03,E10(선원취업),20849
2026,03,F1(방문동거),71494
2026,03,F2(거주),69326
2026,03,F3(동반),79549
2026,03,F4(재외동포),565116
2026,03,F5(영주),224187
2026,03,F6(결혼이민),156287
2026,03,G1(기타),61965
2026,03,H1(관광취업),4371
2026,03,H2(방문취업),69691
2026,03,기타(other),89690
2026,04,B1(사증면제),199621
2026,04,B2(관광통과),172187
2026,04,C1(일시취재),20
2026,04,C3(단기방문),182382
2026,04,C4(단기취업),3094
2026,04,D1(문화예술),67
2026,04,D2(유학),241458
2026,04,D3(기술연수),1479
2026,04,D4(일반연수),85704
2026,04,D5(취재),127
2026,04,D6(종교),1848
2026,04,D7(주재),1140
2026,04,D8(기업투자),8572
2026,04,D9(무역경영),2850
2026,04,D10(구직),27239
2026,04,E1(교수),1803
2026,04,E2(회화),12749
2026,04,E3(연구),3377
2026,04,E4(기술지도),206
2026,04,E5(전문직업),212
2026,04,E6(예술흥행),4509
2026,04,E7(특정활동),84633
2026,04,E8(계절근로),73038
2026,04,E9(비전문취업),347735
2026,04,E10(선원취업),20574
2026,04,F1(방문동거),70134
2026,04,F2(거주),69520
2026,04,F3(동반),81635
2026,04,F4(재외동포),582808
2026,04,F5(영주),225090
2026,04,F6(결혼이민),156584
2026,04,G1(기타),62275
2026,04,H1(관광취업),4531
2026,04,H2(방문취업),54823
2026,04,기타(other),85617
