년,월,국적지역,구분,유학생수
2022,01,가나,한국어연수D41,24
2022,01,가나,유학D2,229
2022,01,가봉,한국어연수D41,11
2022,01,가봉,유학D2,24
2022,01,가이아나,유학D2,2
2022,01,감비아,유학D2,8
2022,01,과테말라,한국어연수D41,5
2022,01,과테말라,유학D2,15
2022,01,그리스,한국어연수D41,5
2022,01,그리스,유학D2,9
2022,01,기니,한국어연수D41,5
2022,01,기니,유학D2,11
2022,01,나이지리아,한국어연수D41,32
2022,01,나이지리아,유학D2,291
2022,01,남수단공화국,유학D2,13
2022,01,남아프리카공화국,한국어연수D41,4
2022,01,남아프리카공화국,유학D2,14
2022,01,네덜란드,한국어연수D41,43
2022,01,네덜란드,유학D2,89
2022,01,네팔,한국어연수D41,181
2022,01,네팔,유학D2,2599
2022,01,노르웨이,한국어연수D41,39
2022,01,노르웨이,유학D2,73
2022,01,뉴질랜드,한국어연수D41,2
2022,01,뉴질랜드,유학D2,8
2022,01,니제르,유학D2,1
2022,01,니카라과,한국어연수D41,2
2022,01,니카라과,유학D2,3
2022,01,덴마크,한국어연수D41,9
2022,01,덴마크,유학D2,32
2022,01,도미니카공화국,한국어연수D41,9
2022,01,도미니카공화국,유학D2,24
2022,01,도미니카연방,한국어연수D41,1
2022,01,독일,한국어연수D41,162
2022,01,독일,유학D2,492
2022,01,라오스,한국어연수D41,24
2022,01,라오스,유학D2,93
2022,01,라이베리아,한국어연수D41,5
2022,01,라이베리아,유학D2,23
2022,01,라트비아,한국어연수D41,6
2022,01,라트비아,유학D2,12
2022,01,러시아연방,한국어연수D41,612
2022,01,러시아연방,유학D2,637
2022,01,레바논,한국어연수D41,3
2022,01,레바논,유학D2,2
2022,01,레소토,유학D2,2
2022,01,루마니아,한국어연수D41,19
2022,01,루마니아,유학D2,44
2022,01,룩셈부르크,한국어연수D41,3
2022,01,룩셈부르크,유학D2,6
2022,01,르완다,한국어연수D41,10
2022,01,르완다,유학D2,136
2022,01,리비아,한국어연수D41,3
2022,01,리비아,유학D2,6
2022,01,리투아니아,한국어연수D41,7
2022,01,리투아니아,유학D2,36
2022,01,마다가스카르,한국어연수D41,3
2022,01,마다가스카르,유학D2,11
2022,01,마카오,한국어연수D41,13
2022,01,마카오,유학D2,19
2022,01,마케도니아,유학D2,2
2022,01,말라위,한국어연수D41,1
2022,01,말라위,유학D2,9
2022,01,말레이시아,한국어연수D41,171
2022,01,말레이시아,유학D2,632
2022,01,말리,한국어연수D41,8
2022,01,말리,유학D2,25
2022,01,멕시코,한국어연수D41,86
2022,01,멕시코,유학D2,128
2022,01,모로코,한국어연수D41,104
2022,01,모로코,유학D2,99
2022,01,모리셔스,한국어연수D41,1
2022,01,모리셔스,유학D2,3
2022,01,모리타니,유학D2,1
2022,01,모잠비크,한국어연수D41,5
2022,01,모잠비크,유학D2,12
2022,01,몬테네그로,한국어연수D41,1
2022,01,몬테네그로,유학D2,2
2022,01,몰도바,한국어연수D41,2
2022,01,몰도바,유학D2,11
2022,01,몰타,유학D2,1
2022,01,몽골,한국어연수D41,3074
2022,01,몽골,유학D2,5780
2022,01,무국적,유학D2,1
2022,01,미국,한국어연수D41,352
2022,01,미국,유학D2,815
2022,01,미등록국가,유학D2,9
2022,01,미얀마,한국어연수D41,716
2022,01,미얀마,유학D2,810
2022,01,바누아투,유학D2,2
2022,01,바레인,한국어연수D41,2
2022,01,바레인,유학D2,4
2022,01,바베이도스,한국어연수D41,2
2022,01,바베이도스,유학D2,1
2022,01,바하마,유학D2,4
2022,01,방글라데시,외국어연수D47,11
2022,01,방글라데시,한국어연수D41,46
2022,01,방글라데시,유학D2,1233
2022,01,베냉,한국어연수D41,1
2022,01,베냉,유학D2,6
2022,01,베네수엘라,한국어연수D41,3
2022,01,베네수엘라,유학D2,13
2022,01,베트남,외국어연수D47,3
2022,01,베트남,한국어연수D41,32690
2022,01,베트남,유학D2,30915
2022,01,벨기에,한국어연수D41,23
2022,01,벨기에,유학D2,37
2022,01,벨로루시,한국어연수D41,24
2022,01,벨로루시,유학D2,36
2022,01,벨리즈,한국어연수D41,1
2022,01,벨리즈,유학D2,2
2022,01,보스니아헤르체고비나,한국어연수D41,1
2022,01,보스니아헤르체고비나,유학D2,5
2022,01,보츠와나,한국어연수D41,3
2022,01,보츠와나,유학D2,6
2022,01,볼리비아,한국어연수D41,6
2022,01,볼리비아,유학D2,16
2022,01,부룬디,한국어연수D41,3
2022,01,부룬디,유학D2,48
2022,01,부르키나파소,한국어연수D41,4
2022,01,부르키나파소,유학D2,5
2022,01,부탄,한국어연수D41,4
2022,01,부탄,유학D2,12
2022,01,불가리아,한국어연수D41,13
2022,01,불가리아,유학D2,38
2022,01,브라질,한국어연수D41,76
2022,01,브라질,유학D2,153
2022,01,브루나이,한국어연수D41,5
2022,01,브루나이,유학D2,15
2022,01,사우디아라비아,한국어연수D41,13
2022,01,사우디아라비아,유학D2,61
2022,01,세네갈,한국어연수D41,5
2022,01,세네갈,유학D2,17
2022,01,세르비아,한국어연수D41,6
2022,01,세르비아,유학D2,10
2022,01,세인트루시아,한국어연수D41,1
2022,01,세인트빈센트그레나딘,한국어연수D41,1
2022,01,소말리아,한국어연수D41,2
2022,01,소말리아,유학D2,11
2022,01,수단,한국어연수D41,7
2022,01,수단,유학D2,32
2022,01,수리남,유학D2,1
2022,01,스리랑카,한국어연수D41,116
2022,01,스리랑카,유학D2,247
2022,01,스웨덴,한국어연수D41,78
2022,01,스웨덴,유학D2,77
2022,01,스위스,한국어연수D41,44
2022,01,스위스,유학D2,70
2022,01,스페인,한국어연수D41,95
2022,01,스페인,유학D2,208
2022,01,슬로바크,한국어연수D41,7
2022,01,슬로바크,유학D2,18
2022,01,슬로베니아,한국어연수D41,4
2022,01,슬로베니아,유학D2,10
2022,01,시리아,한국어연수D41,2
2022,01,시리아,유학D2,10
2022,01,시에라리온,유학D2,6
2022,01,싱가포르,한국어연수D41,57
2022,01,싱가포르,유학D2,80
2022,01,아랍에미리트연합,유학D2,51
2022,01,아르메니아,한국어연수D41,8
2022,01,아르메니아,유학D2,13
2022,01,아르헨티나,한국어연수D41,8
2022,01,아르헨티나,유학D2,15
2022,01,아이슬란드,한국어연수D41,1
2022,01,아이슬란드,유학D2,2
2022,01,아이티,한국어연수D41,2
2022,01,아이티,유학D2,2
2022,01,아일랜드,한국어연수D41,11
2022,01,아일랜드,유학D2,27
2022,01,아제르바이잔,한국어연수D41,20
2022,01,아제르바이잔,유학D2,88
2022,01,아프가니스탄,한국어연수D41,23
2022,01,아프가니스탄,유학D2,55
2022,01,안도라,유학D2,2
2022,01,알바니아,한국어연수D41,2
2022,01,알바니아,유학D2,7
2022,01,알제리,한국어연수D41,16
2022,01,알제리,유학D2,25
2022,01,앙골라,한국어연수D41,6
2022,01,앙골라,유학D2,12
2022,01,에스와티니,유학D2,5
2022,01,에스토니아,한국어연수D41,2
2022,01,에스토니아,유학D2,11
2022,01,에콰도르,한국어연수D41,17
2022,01,에콰도르,유학D2,72
2022,01,에티오피아,한국어연수D41,17
2022,01,에티오피아,유학D2,264
2022,01,엘살바도르,한국어연수D41,7
2022,01,엘살바도르,유학D2,15
2022,01,영국,한국어연수D41,46
2022,01,영국,유학D2,272
2022,01,영국외지민,한국어연수D41,9
2022,01,영국외지민,유학D2,3
2022,01,예멘공화국,한국어연수D41,6
2022,01,예멘공화국,유학D2,24
2022,01,오만,한국어연수D41,3
2022,01,오만,유학D2,5
2022,01,오스트레일리아,한국어연수D41,35
2022,01,오스트레일리아,유학D2,30
2022,01,오스트리아,한국어연수D41,7
2022,01,오스트리아,유학D2,28
2022,01,온두라스,한국어연수D41,5
2022,01,온두라스,유학D2,4
2022,01,요르단,한국어연수D41,6
2022,01,요르단,유학D2,40
2022,01,우간다,한국어연수D41,27
2022,01,우간다,유학D2,133
2022,01,우루과이,한국어연수D41,3
2022,01,우루과이,유학D2,7
2022,01,우즈베키스탄,한국어연수D41,1923
2022,01,우즈베키스탄,유학D2,7536
2022,01,우크라이나,한국어연수D41,73
2022,01,우크라이나,유학D2,103
2022,01,이라크,한국어연수D41,7
2022,01,이라크,유학D2,32
2022,01,이란,한국어연수D41,83
2022,01,이란,유학D2,288
2022,01,이스라엘,한국어연수D41,15
2022,01,이스라엘,유학D2,22
2022,01,이집트,한국어연수D41,29
2022,01,이집트,유학D2,118
2022,01,이탈리아,한국어연수D41,106
2022,01,이탈리아,유학D2,124
2022,01,인도,한국어연수D41,168
2022,01,인도,유학D2,1246
2022,01,인도네시아,한국어연수D41,214
2022,01,인도네시아,유학D2,1323
2022,01,일본,한국어연수D41,2129
2022,01,일본,유학D2,1592
2022,01,자메이카,한국어연수D41,1
2022,01,자메이카,유학D2,11
2022,01,잠비아,한국어연수D41,4
2022,01,잠비아,유학D2,20
2022,01,적도기니,유학D2,5
2022,01,조지아,한국어연수D41,6
2022,01,조지아,유학D2,23
2022,01,중국,한국어연수D41,5434
2022,01,중국,유학D2,41149
2022,01,중앙아프리카공화국,유학D2,2
2022,01,짐바브웨,한국어연수D41,2
2022,01,짐바브웨,유학D2,23
2022,01,차드,유학D2,6
2022,01,체코,한국어연수D41,7
2022,01,체코,유학D2,33
2022,01,칠레,한국어연수D41,47
2022,01,칠레,유학D2,25
2022,01,카메룬,한국어연수D41,18
2022,01,카메룬,유학D2,224
2022,01,카자흐스탄,외국어연수D47,1
2022,01,카자흐스탄,한국어연수D41,202
2022,01,카자흐스탄,유학D2,641
2022,01,카타르,한국어연수D41,2
2022,01,카타르,유학D2,4
2022,01,캄보디아,한국어연수D41,82
2022,01,캄보디아,유학D2,327
2022,01,캐나다,한국어연수D41,62
2022,01,캐나다,유학D2,84
2022,01,케냐,한국어연수D41,18
2022,01,케냐,유학D2,135
2022,01,코소보,유학D2,1
2022,01,코스타리카,한국어연수D41,10
2022,01,코스타리카,유학D2,16
2022,01,코트디부아르,한국어연수D41,6
2022,01,코트디부아르,유학D2,23
2022,01,콜롬비아,한국어연수D41,39
2022,01,콜롬비아,유학D2,73
2022,01,콩고,유학D2,1
2022,01,콩고민주공화국,한국어연수D41,8
2022,01,콩고민주공화국,유학D2,57
2022,01,쿠바,한국어연수D41,2
2022,01,쿠바,유학D2,1
2022,01,쿠웨이트,한국어연수D41,1
2022,01,쿠웨이트,유학D2,1
2022,01,크로아티아,한국어연수D41,3
2022,01,크로아티아,유학D2,8
2022,01,키르기즈,한국어연수D41,121
2022,01,키르기즈,유학D2,300
2022,01,키리바시,한국어연수D41,1
2022,01,키프로스,한국어연수D41,2
2022,01,태국,한국어연수D41,336
2022,01,태국,유학D2,418
2022,01,타이완,한국어연수D41,328
2022,01,타이완,유학D2,552
2022,01,타지키스탄,한국어연수D41,43
2022,01,타지키스탄,유학D2,100
2022,01,탄자니아,한국어연수D41,13
2022,01,탄자니아,유학D2,131
2022,01,터키,한국어연수D41,125
2022,01,터키,유학D2,277
2022,01,토고,한국어연수D41,1
2022,01,토고,유학D2,7
2022,01,투르크메니스탄,한국어연수D41,6
2022,01,투르크메니스탄,유학D2,33
2022,01,튀니지,한국어연수D41,11
2022,01,튀니지,유학D2,35
2022,01,트리니다드토바고,한국어연수D41,4
2022,01,트리니다드토바고,유학D2,9
2022,01,티모르민주공화국,한국어연수D41,6
2022,01,티모르민주공화국,유학D2,18
2022,01,파나마,한국어연수D41,10
2022,01,파나마,유학D2,15
2022,01,파라과이,한국어연수D41,4
2022,01,파라과이,유학D2,31
2022,01,파키스탄,한국어연수D41,41
2022,01,파키스탄,유학D2,1341
2022,01,파푸아뉴기니,유학D2,3
2022,01,팔레스타인,한국어연수D41,4
2022,01,팔레스타인,유학D2,5
2022,01,페루,한국어연수D41,30
2022,01,페루,유학D2,70
2022,01,포르투갈,한국어연수D41,16
2022,01,포르투갈,유학D2,25
2022,01,폴란드,한국어연수D41,33
2022,01,폴란드,유학D2,105
2022,01,프랑스,한국어연수D41,350
2022,01,프랑스,유학D2,621
2022,01,피지,한국어연수D41,3
2022,01,피지,유학D2,5
2022,01,핀란드,한국어연수D41,7
2022,01,핀란드,유학D2,68
2022,01,필리핀,한국어연수D41,125
2022,01,필리핀,유학D2,345
2022,01,한국계중국인,한국어연수D41,4
2022,01,한국계중국인,유학D2,750
2022,01,헝가리,한국어연수D41,14
2022,01,헝가리,유학D2,22
2022,01,홍콩,한국어연수D41,229
2022,01,홍콩,유학D2,383
2022,02,가나,한국어연수D41,22
2022,02,가나,유학D2,237
2022,02,가봉,한국어연수D41,11
2022,02,가봉,유학D2,30
2022,02,가이아나,유학D2,2
2022,02,감비아,유학D2,8
2022,02,과테말라,한국어연수D41,7
2022,02,과테말라,유학D2,16
2022,02,그리스,한국어연수D41,5
2022,02,그리스,유학D2,12
2022,02,기니,한국어연수D41,5
2022,02,기니,유학D2,12
2022,02,나이지리아,한국어연수D41,28
2022,02,나이지리아,유학D2,300
2022,02,남수단공화국,유학D2,13
2022,02,남아프리카공화국,한국어연수D41,2
2022,02,남아프리카공화국,유학D2,18
2022,02,네덜란드,한국어연수D41,49
2022,02,네덜란드,유학D2,369
2022,02,네팔,한국어연수D41,175
2022,02,네팔,유학D2,2559
2022,02,노르웨이,한국어연수D41,34
2022,02,노르웨이,유학D2,115
2022,02,뉴질랜드,한국어연수D41,4
2022,02,뉴질랜드,유학D2,10
2022,02,니제르,유학D2,1
2022,02,니카라과,한국어연수D41,2
2022,02,니카라과,유학D2,4
2022,02,덴마크,한국어연수D41,12
2022,02,덴마크,유학D2,70
2022,02,도미니카공화국,한국어연수D41,10
2022,02,도미니카공화국,유학D2,25
2022,02,독일,한국어연수D41,176
2022,02,독일,유학D2,1249
2022,02,라오스,한국어연수D41,28
2022,02,라오스,유학D2,100
2022,02,라이베리아,한국어연수D41,5
2022,02,라이베리아,유학D2,20
2022,02,라트비아,한국어연수D41,6
2022,02,라트비아,유학D2,13
2022,02,러시아연방,한국어연수D41,658
2022,02,러시아연방,유학D2,816
2022,02,레바논,한국어연수D41,3
2022,02,레바논,유학D2,3
2022,02,레소토,유학D2,2
2022,02,루마니아,한국어연수D41,15
2022,02,루마니아,유학D2,57
2022,02,룩셈부르크,한국어연수D41,2
2022,02,룩셈부르크,유학D2,10
2022,02,르완다,한국어연수D41,10
2022,02,르완다,유학D2,139
2022,02,리비아,한국어연수D41,2
2022,02,리비아,유학D2,8
2022,02,리투아니아,한국어연수D41,8
2022,02,리투아니아,유학D2,56
2022,02,마다가스카르,한국어연수D41,2
2022,02,마다가스카르,유학D2,13
2022,02,마카오,한국어연수D41,12
2022,02,마카오,유학D2,20
2022,02,마케도니아,유학D2,2
2022,02,말라위,유학D2,17
2022,02,말레이시아,한국어연수D41,208
2022,02,말레이시아,유학D2,907
2022,02,말리,한국어연수D41,8
2022,02,말리,유학D2,25
2022,02,멕시코,한국어연수D41,97
2022,02,멕시코,유학D2,290
2022,02,모나코,유학D2,1
2022,02,모로코,한국어연수D41,103
2022,02,모로코,유학D2,146
2022,02,모리셔스,한국어연수D41,1
2022,02,모리셔스,유학D2,4
2022,02,모리타니,유학D2,1
2022,02,모잠비크,한국어연수D41,5
2022,02,모잠비크,유학D2,13
2022,02,몬테네그로,한국어연수D41,1
2022,02,몬테네그로,유학D2,2
2022,02,몰도바,한국어연수D41,2
2022,02,몰도바,유학D2,15
2022,02,몰타,유학D2,1
2022,02,몽골,한국어연수D41,3030
2022,02,몽골,유학D2,6094
2022,02,무국적,유학D2,2
2022,02,미국,한국어연수D41,385
2022,02,미국,유학D2,1996
2022,02,미등록국가,유학D2,8
2022,02,미얀마,한국어연수D41,792
2022,02,미얀마,유학D2,872
2022,02,바누아투,유학D2,2
2022,02,바레인,한국어연수D41,3
2022,02,바레인,유학D2,4
2022,02,바베이도스,한국어연수D41,2
2022,02,바베이도스,유학D2,1
2022,02,바하마,유학D2,4
2022,02,방글라데시,외국어연수D47,12
2022,02,방글라데시,한국어연수D41,42
2022,02,방글라데시,유학D2,1321
2022,02,베냉,한국어연수D41,1
2022,02,베냉,유학D2,7
2022,02,베네수엘라,한국어연수D41,4
2022,02,베네수엘라,유학D2,15
2022,02,베트남,외국어연수D47,3
2022,02,베트남,한국어연수D41,32623
2022,02,베트남,유학D2,31458
2022,02,벨기에,한국어연수D41,24
2022,02,벨기에,유학D2,118
2022,02,벨로루시,한국어연수D41,26
2022,02,벨로루시,유학D2,46
2022,02,벨리즈,한국어연수D41,1
2022,02,벨리즈,유학D2,2
2022,02,보스니아헤르체고비나,한국어연수D41,1
2022,02,보스니아헤르체고비나,유학D2,6
2022,02,보츠와나,한국어연수D41,3
2022,02,보츠와나,유학D2,8
2022,02,볼리비아,한국어연수D41,9
2022,02,볼리비아,유학D2,18
2022,02,부룬디,한국어연수D41,1
2022,02,부룬디,유학D2,58
2022,02,부르키나파소,한국어연수D41,3
2022,02,부르키나파소,유학D2,6
2022,02,부탄,한국어연수D41,4
2022,02,부탄,유학D2,13
2022,02,불가리아,한국어연수D41,11
2022,02,불가리아,유학D2,46
2022,02,브라질,한국어연수D41,86
2022,02,브라질,유학D2,195
2022,02,브루나이,한국어연수D41,6
2022,02,브루나이,유학D2,68
2022,02,사우디아라비아,한국어연수D41,15
2022,02,사우디아라비아,유학D2,66
2022,02,세네갈,한국어연수D41,5
2022,02,세네갈,유학D2,18
2022,02,세르비아,한국어연수D41,5
2022,02,세르비아,유학D2,12
2022,02,세인트루시아,한국어연수D41,1
2022,02,세인트빈센트그레나딘,한국어연수D41,1
2022,02,세인트크리스토퍼네비스,유학D2,1
2022,02,소말리아,한국어연수D41,2
2022,02,소말리아,유학D2,11
2022,02,수단,한국어연수D41,6
2022,02,수단,유학D2,34
2022,02,수리남,유학D2,1
2022,02,스리랑카,한국어연수D41,117
2022,02,스리랑카,유학D2,261
2022,02,스웨덴,한국어연수D41,79
2022,02,스웨덴,유학D2,159
2022,02,스위스,한국어연수D41,46
2022,02,스위스,유학D2,127
2022,02,스페인,한국어연수D41,105
2022,02,스페인,유학D2,324
2022,02,슬로바크,한국어연수D41,5
2022,02,슬로바크,유학D2,32
2022,02,슬로베니아,한국어연수D41,6
2022,02,슬로베니아,유학D2,17
2022,02,시리아,한국어연수D41,2
2022,02,시리아,유학D2,13
2022,02,시에라리온,유학D2,7
2022,02,싱가포르,한국어연수D41,63
2022,02,싱가포르,유학D2,217
2022,02,아랍에미리트연합,한국어연수D41,1
2022,02,아랍에미리트연합,유학D2,58
2022,02,아르메니아,한국어연수D41,9
2022,02,아르메니아,유학D2,12
2022,02,아르헨티나,한국어연수D41,8
2022,02,아르헨티나,유학D2,23
2022,02,아이슬란드,한국어연수D41,2
2022,02,아이슬란드,유학D2,3
2022,02,아이티,한국어연수D41,2
2022,02,아이티,유학D2,3
2022,02,아일랜드,한국어연수D41,12
2022,02,아일랜드,유학D2,46
2022,02,아제르바이잔,한국어연수D41,23
2022,02,아제르바이잔,유학D2,102
2022,02,아프가니스탄,한국어연수D41,23
2022,02,아프가니스탄,유학D2,60
2022,02,안도라,유학D2,1
2022,02,알바니아,한국어연수D41,3
2022,02,알바니아,유학D2,8
2022,02,알제리,한국어연수D41,14
2022,02,알제리,유학D2,30
2022,02,앙골라,한국어연수D41,6
2022,02,앙골라,유학D2,13
2022,02,에리트레아,유학D2,1
2022,02,에스와티니,유학D2,6
2022,02,에스토니아,한국어연수D41,2
2022,02,에스토니아,유학D2,19
2022,02,에콰도르,한국어연수D41,20
2022,02,에콰도르,유학D2,78
2022,02,에티오피아,한국어연수D41,18
2022,02,에티오피아,유학D2,276
2022,02,엘살바도르,한국어연수D41,8
2022,02,엘살바도르,유학D2,17
2022,02,영국,한국어연수D41,49
2022,02,영국,유학D2,282
2022,02,영국외지민,한국어연수D41,10
2022,02,영국외지민,유학D2,4
2022,02,예멘공화국,한국어연수D41,6
2022,02,예멘공화국,유학D2,24
2022,02,오만,한국어연수D41,3
2022,02,오만,유학D2,6
2022,02,오스트레일리아,한국어연수D41,45
2022,02,오스트레일리아,유학D2,41
2022,02,오스트리아,한국어연수D41,9
2022,02,오스트리아,유학D2,88
2022,02,온두라스,한국어연수D41,6
2022,02,온두라스,유학D2,8
2022,02,요르단,한국어연수D41,6
2022,02,요르단,유학D2,39
2022,02,우간다,한국어연수D41,27
2022,02,우간다,유학D2,135
2022,02,우루과이,한국어연수D41,5
2022,02,우루과이,유학D2,9
2022,02,우즈베키스탄,한국어연수D41,1879
2022,02,우즈베키스탄,유학D2,7535
2022,02,우크라이나,한국어연수D41,67
2022,02,우크라이나,유학D2,115
2022,02,이라크,한국어연수D41,6
2022,02,이라크,유학D2,32
2022,02,이란,한국어연수D41,83
2022,02,이란,유학D2,316
2022,02,이스라엘,한국어연수D41,22
2022,02,이스라엘,유학D2,22
2022,02,이집트,한국어연수D41,28
2022,02,이집트,유학D2,124
2022,02,이탈리아,한국어연수D41,118
2022,02,이탈리아,유학D2,279
2022,02,인도,한국어연수D41,166
2022,02,인도,유학D2,1426
2022,02,인도네시아,한국어연수D41,241
2022,02,인도네시아,유학D2,1859
2022,02,일본,한국어연수D41,2307
2022,02,일본,유학D2,2549
2022,02,자메이카,한국어연수D41,1
2022,02,자메이카,유학D2,11
2022,02,잠비아,한국어연수D41,2
2022,02,잠비아,유학D2,27
2022,02,적도기니,한국어연수D41,1
2022,02,적도기니,유학D2,4
2022,02,조지아,한국어연수D41,8
2022,02,조지아,유학D2,27
2022,02,중국,한국어연수D41,5071
2022,02,중국,유학D2,44563
2022,02,중앙아프리카공화국,유학D2,2
2022,02,지부티,유학D2,1
2022,02,짐바브웨,한국어연수D41,2
2022,02,짐바브웨,유학D2,25
2022,02,차드,유학D2,6
2022,02,체코,한국어연수D41,9
2022,02,체코,유학D2,82
2022,02,칠레,한국어연수D41,70
2022,02,칠레,유학D2,42
2022,02,카메룬,한국어연수D41,17
2022,02,카메룬,유학D2,232
2022,02,카자흐스탄,외국어연수D47,1
2022,02,카자흐스탄,한국어연수D41,165
2022,02,카자흐스탄,유학D2,662
2022,02,카타르,유학D2,5
2022,02,캄보디아,한국어연수D41,85
2022,02,캄보디아,유학D2,361
2022,02,캐나다,한국어연수D41,75
2022,02,캐나다,유학D2,165
2022,02,케냐,한국어연수D41,22
2022,02,케냐,유학D2,150
2022,02,코소보,유학D2,1
2022,02,코스타리카,한국어연수D41,10
2022,02,코스타리카,유학D2,19
2022,02,코트디부아르,한국어연수D41,6
2022,02,코트디부아르,유학D2,22
2022,02,콜롬비아,한국어연수D41,44
2022,02,콜롬비아,유학D2,104
2022,02,콩고,유학D2,1
2022,02,콩고민주공화국,한국어연수D41,11
2022,02,콩고민주공화국,유학D2,63
2022,02,쿠바,한국어연수D41,2
2022,02,쿠바,유학D2,1
2022,02,쿠웨이트,한국어연수D41,1
2022,02,쿠웨이트,유학D2,1
2022,02,크로아티아,한국어연수D41,3
2022,02,크로아티아,유학D2,10
2022,02,키르기즈,한국어연수D41,114
2022,02,키르기즈,유학D2,309
2022,02,키리바시,한국어연수D41,1
2022,02,키프로스,한국어연수D41,2
2022,02,태국,한국어연수D41,415
2022,02,태국,유학D2,541
2022,02,타이완,한국어연수D41,421
2022,02,타이완,유학D2,840
2022,02,타지키스탄,한국어연수D41,48
2022,02,타지키스탄,유학D2,111
2022,02,탄자니아,한국어연수D41,17
2022,02,탄자니아,유학D2,141
2022,02,터키,한국어연수D41,145
2022,02,터키,유학D2,371
2022,02,토고,한국어연수D41,1
2022,02,토고,유학D2,7
2022,02,투르크메니스탄,한국어연수D41,18
2022,02,투르크메니스탄,유학D2,40
2022,02,튀니지,한국어연수D41,10
2022,02,튀니지,유학D2,44
2022,02,트리니다드토바고,한국어연수D41,5
2022,02,트리니다드토바고,유학D2,9
2022,02,티모르민주공화국,한국어연수D41,4
2022,02,티모르민주공화국,유학D2,20
2022,02,파나마,한국어연수D41,11
2022,02,파나마,유학D2,15
2022,02,파라과이,한국어연수D41,8
2022,02,파라과이,유학D2,30
2022,02,파키스탄,한국어연수D41,37
2022,02,파키스탄,유학D2,1327
2022,02,파푸아뉴기니,유학D2,3
2022,02,팔레스타인,한국어연수D41,4
2022,02,팔레스타인,유학D2,5
2022,02,페루,한국어연수D41,36
2022,02,페루,유학D2,78
2022,02,포르투갈,한국어연수D41,17
2022,02,포르투갈,유학D2,47
2022,02,폴란드,한국어연수D41,37
2022,02,폴란드,유학D2,157
2022,02,프랑스,한국어연수D41,395
2022,02,프랑스,유학D2,2004
2022,02,피지,한국어연수D41,3
2022,02,피지,유학D2,6
2022,02,핀란드,한국어연수D41,8
2022,02,핀란드,유학D2,215
2022,02,필리핀,한국어연수D41,105
2022,02,필리핀,유학D2,373
2022,02,한국계중국인,한국어연수D41,4
2022,02,한국계중국인,유학D2,749
2022,02,헝가리,한국어연수D41,13
2022,02,헝가리,유학D2,51
2022,02,홍콩,한국어연수D41,247
2022,02,홍콩,유학D2,509
2022,03,가나,한국어연수D41,18
2022,03,가나,유학D2,243
2022,03,가봉,한국어연수D41,14
2022,03,가봉,유학D2,29
2022,03,가이아나,유학D2,2
2022,03,감비아,유학D2,8
2022,03,과테말라,한국어연수D41,7
2022,03,과테말라,유학D2,17
2022,03,그리스,한국어연수D41,4
2022,03,그리스,유학D2,12
2022,03,기니,한국어연수D41,5
2022,03,기니,유학D2,12
2022,03,나이지리아,한국어연수D41,26
2022,03,나이지리아,유학D2,310
2022,03,남수단공화국,유학D2,13
2022,03,남아프리카공화국,한국어연수D41,2
2022,03,남아프리카공화국,유학D2,19
2022,03,네덜란드,한국어연수D41,47
2022,03,네덜란드,유학D2,364
2022,03,네팔,외국어연수D47,1
2022,03,네팔,한국어연수D41,179
2022,03,네팔,유학D2,2531
2022,03,노르웨이,한국어연수D41,29
2022,03,노르웨이,유학D2,110
2022,03,뉴질랜드,한국어연수D41,3
2022,03,뉴질랜드,유학D2,10
2022,03,니제르,유학D2,1
2022,03,니카라과,한국어연수D41,3
2022,03,니카라과,유학D2,4
2022,03,덴마크,한국어연수D41,11
2022,03,덴마크,유학D2,64
2022,03,도미니카공화국,외국어연수D47,2
2022,03,도미니카공화국,한국어연수D41,9
2022,03,도미니카공화국,유학D2,22
2022,03,독일,한국어연수D41,166
2022,03,독일,유학D2,1226
2022,03,라오스,한국어연수D41,30
2022,03,라오스,유학D2,102
2022,03,라이베리아,한국어연수D41,6
2022,03,라이베리아,유학D2,22
2022,03,라트비아,한국어연수D41,5
2022,03,라트비아,유학D2,14
2022,03,러시아(연방),한국어연수D41,653
2022,03,러시아(연방),유학D2,836
2022,03,레바논,한국어연수D41,3
2022,03,레바논,유학D2,3
2022,03,레소토,유학D2,3
2022,03,루마니아,한국어연수D41,15
2022,03,루마니아,유학D2,57
2022,03,룩셈부르크,한국어연수D41,2
2022,03,룩셈부르크,유학D2,8
2022,03,르완다,한국어연수D41,11
2022,03,르완다,유학D2,137
2022,03,리비아,한국어연수D41,5
2022,03,리비아,유학D2,10
2022,03,리투아니아,한국어연수D41,7
2022,03,리투아니아,유학D2,58
2022,03,마다가스카르,한국어연수D41,2
2022,03,마다가스카르,유학D2,13
2022,03,마카오,한국어연수D41,15
2022,03,마카오,유학D2,19
2022,03,마케도니아,유학D2,2
2022,03,말라위,유학D2,17
2022,03,말레이시아,한국어연수D41,190
2022,03,말레이시아,유학D2,929
2022,03,말리,한국어연수D41,8
2022,03,말리,유학D2,23
2022,03,멕시코,한국어연수D41,90
2022,03,멕시코,유학D2,300
2022,03,모로코,한국어연수D41,112
2022,03,모로코,유학D2,145
2022,03,모리셔스,한국어연수D41,1
2022,03,모리셔스,유학D2,4
2022,03,모잠비크,한국어연수D41,5
2022,03,모잠비크,유학D2,12
2022,03,몬테네그로,한국어연수D41,1
2022,03,몬테네그로,유학D2,2
2022,03,몰도바,한국어연수D41,2
2022,03,몰도바,유학D2,14
