대륙,국적,성별,A1(외교),A2(공무),B1(사증면제),B2(관광통과),C1(일시취재),C3(단기방문),C4(단기취업),D1(문화예술),D2(유학),D3(기술연수),D4(일반연수),D5(취재),D6(종교),D7(주재),D8(기업투자),D9(무역경영),D10(구직),E1(교수),E2(회화),E3(연구),E4(기술지도),E5(전문직업),E6(예술흥행),E7(특정활동),E8,E9(비전문취업),E10(선원취업),F1(방문동거),F2(거주),F3(동반),F4(재외동포),F5(영주),F6(결혼이민),G1(기타),H1(관광취업),H2(방문취업),T1(관광상륙),기타
유럽주,노르웨이,남성,12,2,110,0,0,0,4,0,22,0,4,0,0,0,22,17,1,2,0,0,1,0,1,8,0,0,0,1,4,10,16,2,27,0,0,0,0,1
유럽주,노르웨이,여성,13,1,93,0,0,0,0,0,79,0,12,0,0,0,1,2,3,0,0,0,0,0,2,2,0,0,0,1,3,22,50,2,11,0,0,0,0,1
유럽주,루마니아,남성,9,9,85,9,0,1,4,0,16,1,1,0,0,1,1,35,0,3,0,1,0,0,3,4,0,0,0,3,2,9,0,8,12,1,0,0,0,3
유럽주,루마니아,여성,9,5,114,0,0,0,0,0,41,0,9,0,0,0,3,3,7,2,0,1,0,0,0,9,0,0,0,5,5,15,1,11,56,0,0,0,0,4
유럽주,아제르바이잔,남성,8,10,0,0,0,18,0,0,131,0,9,0,0,0,11,1,1,1,0,2,0,0,2,7,0,0,0,8,8,8,2,13,4,5,0,0,0,0
유럽주,아제르바이잔,여성,8,7,0,0,0,8,0,0,100,0,34,0,0,0,2,0,4,0,0,0,0,0,1,5,0,0,0,8,12,17,6,7,19,1,0,0,0,2
유럽주,벨라루스,남성,6,4,0,1,0,9,1,0,6,0,1,0,0,0,1,8,0,0,0,7,0,0,10,5,0,0,0,4,3,4,22,12,8,2,0,0,0,0
유럽주,벨라루스,여성,3,7,0,0,0,28,20,0,56,0,32,0,0,0,0,0,4,1,0,2,0,0,25,5,0,0,0,16,9,16,16,12,73,5,0,0,0,2
유럽주,핀란드,남성,7,0,89,0,0,0,0,0,31,0,2,0,1,0,5,7,1,1,0,1,0,1,3,6,0,0,0,1,4,4,1,6,23,0,0,0,0,0
유럽주,핀란드,여성,5,1,81,0,0,0,0,0,77,0,10,0,2,1,2,0,5,0,0,0,0,0,0,4,0,0,0,2,6,5,6,4,27,0,0,0,0,1
유럽주,포르투갈,남성,3,1,78,0,0,1,4,0,14,0,3,0,0,0,13,1,2,0,0,3,1,1,13,7,0,0,0,1,4,5,0,2,20,0,9,0,2,0
유럽주,포르투갈,여성,7,4,83,0,0,0,0,0,34,0,6,0,1,0,1,0,0,1,1,1,0,0,1,2,0,0,0,1,3,10,0,0,27,0,16,0,0,1
유럽주,헝가리,남성,11,0,60,0,0,0,1,0,24,0,1,0,0,2,2,2,0,1,0,2,0,0,2,2,0,0,0,1,0,5,2,1,13,0,3,0,0,0
유럽주,헝가리,여성,6,1,61,0,0,0,1,0,50,0,13,0,1,0,1,0,4,2,0,0,0,0,6,2,0,0,0,0,8,6,1,7,48,1,18,0,0,3
유럽주,그리스,남성,11,2,56,6,0,0,0,0,5,0,2,0,2,3,1,51,0,4,0,5,2,2,1,9,0,0,0,0,2,8,5,5,15,1,0,0,0,0
유럽주,그리스,여성,9,1,52,0,0,0,1,0,21,0,8,0,1,1,2,0,2,0,0,2,0,0,1,3,0,0,0,0,2,18,3,0,19,0,0,0,0,0
유럽주,체코,남성,7,5,46,0,0,0,1,0,25,0,2,0,0,0,4,2,0,1,0,2,0,6,2,2,0,0,0,0,4,0,0,3,9,0,3,0,0,0
유럽주,체코,여성,11,1,82,0,0,0,0,1,40,0,4,0,1,0,0,0,4,1,0,0,0,0,3,2,0,0,0,2,5,1,1,1,17,0,7,0,0,2
유럽주,불가리아,남성,6,1,21,6,0,0,1,0,8,0,6,0,0,0,1,4,1,2,0,0,1,0,3,6,0,0,0,1,3,2,0,3,10,0,0,0,0,0
유럽주,불가리아,여성,2,1,20,0,0,0,0,0,28,0,14,0,0,0,0,0,5,0,0,1,0,0,2,3,0,0,0,2,5,11,0,7,23,0,0,0,0,0
유럽주,리투아니아,남성,6,5,22,0,0,0,1,0,26,0,1,0,0,0,1,0,3,0,0,0,0,0,0,5,0,0,0,0,3,0,0,3,5,0,0,0,0,0
유럽주,리투아니아,여성,7,2,21,0,0,0,1,0,49,0,6,0,1,0,0,0,1,0,0,0,0,0,3,4,0,0,0,0,2,3,0,1,17,0,0,0,1,3
유럽주,영국외지민,남성,0,0,1,53,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3,0,0,0,0,2,0,0,3,8,0,0,0,0,0
유럽주,영국외지민,여성,0,0,0,44,0,0,0,0,9,0,2,0,0,0,0,1,1,0,0,0,0,0,2,6,0,0,0,1,2,1,0,5,31,0,0,0,4,0
유럽주,크로아티아,남성,3,1,0,45,0,0,1,0,4,0,0,0,1,0,1,13,0,0,0,0,0,0,3,5,0,0,0,0,0,3,0,2,8,0,0,0,1,0
유럽주,크로아티아,여성,1,0,1,24,0,0,0,0,10,0,2,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,3,8,0,4,9,0,0,0,0,0
유럽주,조지아,남성,5,4,0,3,0,13,1,0,3,0,0,0,0,1,0,0,1,1,0,0,0,0,13,0,0,0,0,2,1,1,0,1,0,1,0,0,0,0
유럽주,조지아,여성,3,10,0,0,0,6,4,0,25,0,15,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0,1,8,0,2,1,16,5,0,0,0,0
유럽주,라트비아,남성,3,0,15,1,0,1,5,0,5,0,0,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,4,1,0,0,0,0
유럽주,라트비아,여성,5,0,15,0,0,0,3,0,20,0,6,0,0,1,0,0,0,0,0,1,0,0,2,2,0,0,0,0,1,6,1,2,17,3,0,0,0,3
유럽주,세르비아,남성,2,2,0,29,0,0,0,0,5,0,2,0,0,0,0,2,1,0,0,0,1,1,5,1,0,0,0,0,1,2,0,1,8,0,0,0,2,1
유럽주,세르비아,여성,1,1,0,14,0,0,1,0,16,0,5,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,4,7,0,1,5,0,0,0,1,1
유럽주,슬로바크,남성,8,1,16,0,0,0,0,0,7,0,0,0,1,0,1,0,1,1,0,0,0,1,2,1,0,0,0,0,3,0,0,0,4,0,0,0,0,0
유럽주,슬로바크,여성,7,1,20,0,0,0,0,0,16,0,8,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,8,0,0,0,0,0
유럽주,아르메니아,남성,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,4,0,8,2,1,0,0,0,0
유럽주,아르메니아,여성,0,0,0,0,0,4,0,0,29,0,6,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,6,9,3,0,2,8,0,0,0,0,0
유럽주,에스토니아,남성,6,0,9,0,0,0,1,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
유럽주,에스토니아,여성,5,0,17,0,0,0,2,0,17,0,6,0,0,0,0,0,1,0,0,0,0,0,4,3,0,0,0,0,2,0,0,1,8,0,0,0,0,0
유럽주,슬로베니아,남성,7,0,0,17,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,1,0,1,2,0,0,0,0,0,1,1,0,1,8,0,0,0,0,0
유럽주,슬로베니아,여성,5,1,0,12,0,0,0,0,8,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7,0,0,0,0,1
유럽주,몰도바,남성,0,0,0,1,0,3,0,0,2,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,4,0,2,1,3,0,5,0,0,0,0
유럽주,몰도바,여성,0,0,0,0,0,2,1,0,16,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,6,1,2,0,1,15,0,0,0,0,1
유럽주,룩셈부르크,남성,2,2,14,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,0,0,0,0,0,7,2,0,1,0,0,0,0,0
유럽주,룩셈부르크,여성,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,11,3,0,2,0,0,0,0,0
유럽주,알바니아,남성,0,0,0,14,0,2,0,0,6,0,0,0,0,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0
유럽주,알바니아,여성,0,3,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,5,0,0,0,0,0
유럽주,몰타,남성,0,0,13,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,4,1,0,0,0,0,0,0
유럽주,몰타,여성,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0
유럽주,아이슬란드,남성,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0
유럽주,아이슬란드,여성,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1
유럽주,보스니아-헤르체고비나,남성,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
유럽주,보스니아-헤르체고비나,여성,0,0,0,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0
유럽주,몬테네그로,남성,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
유럽주,몬테네그로,여성,0,0,0,5,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
유럽주,북마케도니아,남성,0,3,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
유럽주,북마케도니아,여성,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
유럽주,코소보,남성,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
유럽주,코소보,여성,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
유럽주,영국외지시민,남성,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
유럽주,영국해외영토시민,여성,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
유럽주,리히텐슈타인,남성,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
유럽주,산마리노,남성,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
유럽주,산마리노,여성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
유럽주,교황청,남성,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
유럽주,유고슬라비아,여성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
유럽주,스발바르,남성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
유럽주,세르비아몬테네그로,남성,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
오세아니아주,오스트레일리아,남성,46,53,37,5852,0,8,7,1,55,0,4,2,10,7,38,24,3,21,97,8,18,13,26,74,0,0,0,47,49,53,2295,170,377,1,25,0,3,6
오세아니아주,오스트레일리아,여성,51,21,45,5838,0,4,4,1,69,0,22,3,7,1,7,2,3,5,185,0,0,0,6,45,0,0,0,25,28,80,3253,107,139,0,34,0,3,12
오세아니아주,뉴질랜드,남성,12,17,1150,2,0,5,0,0,5,0,2,0,4,1,11,3,0,12,62,1,3,9,4,35,0,0,0,7,10,14,1389,108,181,0,7,0,3,5
오세아니아주,뉴질랜드,여성,15,6,1086,3,0,3,0,0,6,0,5,0,2,0,2,0,1,6,77,0,0,0,2,25,0,0,0,8,18,19,1303,39,39,0,4,0,0,7
오세아니아주,피지,남성,1,1,0,14,0,1,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,24,0,3,0,0,0,0,0
오세아니아주,피지,여성,0,3,0,11,0,1,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,0,0,0,0,1
오세아니아주,바누아투,남성,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,11,3,3,0,0,0,0,2
오세아니아주,바누아투,여성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0
오세아니아주,파푸아뉴기니,남성,2,2,0,2,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
오세아니아주,파푸아뉴기니,여성,3,0,0,0,0,7,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
오세아니아주,마샬군도,남성,5,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
오세아니아주,마샬군도,여성,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
오세아니아주,미이크로네시아,남성,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
오세아니아주,미이크로네시아,여성,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
오세아니아주,팔라우,남성,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
오세아니아주,팔라우,여성,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
오세아니아주,솔로몬군도,남성,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
오세아니아주,솔로몬군도,여성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,1
오세아니아주,통가,남성,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
오세아니아주,통가,여성,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
오세아니아주,사모아,남성,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
오세아니아주,사모아,여성,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
오세아니아주,나우루,남성,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
오세아니아주,나우루,여성,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
오세아니아주,키리바시,남성,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
오세아니아주,키리바시,여성,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아프리카주,남아프리카공화국,남성,9,0,0,209,0,12,4,0,12,0,8,0,2,1,7,4,8,21,775,2,10,0,11,35,0,1,0,0,54,68,8,25,154,227,0,0,0,38
아프리카주,남아프리카공화국,여성,13,0,0,226,0,6,1,0,20,0,8,0,0,0,0,0,14,13,2828,0,0,0,4,40,0,0,0,4,28,83,5,2,73,68,0,0,0,23
아프리카주,이집트,남성,27,21,1,132,0,151,3,0,75,0,16,0,1,0,104,28,2,10,1,26,0,0,3,21,0,1,0,17,120,131,0,27,116,1089,0,0,0,322
아프리카주,이집트,여성,25,2,0,4,0,40,1,0,86,0,50,0,0,0,17,1,3,5,2,4,0,0,3,8,0,0,0,17,88,166,0,7,47,156,0,0,0,21
아프리카주,나이지리아,남성,46,1,0,6,0,286,0,0,209,0,44,0,7,1,91,100,44,3,0,21,0,0,4,19,0,20,0,16,28,162,0,37,159,549,0,0,0,383
아프리카주,나이지리아,여성,32,4,0,0,0,29,1,0,109,0,42,0,1,0,13,5,19,0,0,2,0,0,1,6,0,1,0,13,19,262,0,2,1,88,0,0,0,55
아프리카주,모로코,남성,16,2,81,0,0,7,0,0,52,0,16,0,0,0,2,3,0,3,0,1,0,0,4,4,0,1,0,12,10,5,0,15,137,340,0,0,0,109
아프리카주,모로코,여성,19,5,81,0,0,4,0,0,135,0,55,0,0,0,1,0,8,1,1,2,0,0,5,18,0,0,0,41,10,13,0,14,450,194,0,0,0,39
아프리카주,가나,남성,17,7,0,2,0,334,1,0,201,0,15,0,1,0,25,10,38,3,0,10,0,0,6,18,0,30,0,28,20,31,0,11,32,353,0,0,0,149
아프리카주,가나,여성,12,6,0,1,0,27,0,0,47,0,11,0,0,0,3,1,12,0,0,1,0,0,0,3,0,1,0,14,13,38,0,1,4,38,0,0,0,37
아프리카주,에티오피아,남성,13,27,0,4,0,20,0,0,190,0,12,0,2,3,2,1,16,8,0,32,0,0,1,15,0,0,0,4,137,32,0,36,11,283,0,0,0,85
아프리카주,에티오피아,여성,24,20,0,0,0,6,0,0,74,0,9,0,0,0,0,0,11,1,0,3,0,0,0,1,0,0,0,22,107,70,0,11,17,142,0,0,0,46
아프리카주,리비아,남성,28,6,0,0,0,243,0,0,7,0,1,0,1,0,185,10,2,0,0,0,0,0,0,1,0,0,0,9,11,112,0,6,3,174,0,0,0,13
아프리카주,리비아,여성,28,2,0,0,0,3,0,0,3,0,2,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,6,9,158,0,5,0,5,0,0,0,1
아프리카주,카메룬,남성,0,2,0,7,0,22,0,0,115,0,16,0,0,0,1,1,47,1,0,7,0,0,0,7,0,0,0,7,21,38,0,9,16,89,0,0,0,116
아프리카주,카메룬,여성,0,0,0,1,0,11,0,0,49,0,9,0,0,0,0,0,16,1,0,2,0,0,2,1,0,0,0,11,16,68,0,2,5,39,0,0,0,74
아프리카주,튀니지,남성,10,1,40,0,0,3,0,0,15,0,2,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,3,4,0,3,25,379,0,0,0,25
아프리카주,튀니지,여성,4,1,29,1,0,2,0,0,36,0,12,0,0,0,1,0,4,1,0,6,0,0,2,4,0,0,0,5,3,8,0,5,56,95,0,0,0,8
아프리카주,케냐,남성,14,19,0,1,0,21,2,0,106,0,15,0,4,0,1,0,22,2,0,5,0,0,2,18,0,0,0,1,6,28,4,3,10,84,0,0,0,17
아프리카주,케냐,여성,21,14,0,0,0,13,0,0,83,0,15,0,0,0,0,0,9,0,0,1,0,0,3,12,0,0,0,12,4,15,1,0,5,60,0,0,0,23
아프리카주,우간다,남성,0,4,0,1,0,21,1,0,87,0,25,0,0,0,2,0,18,1,0,5,0,0,0,5,0,0,0,0,18,5,1,1,21,143,0,0,0,39
아프리카주,우간다,여성,0,4,0,0,0,17,0,0,56,0,11,0,0,0,0,0,17,0,0,0,0,0,0,2,0,0,0,4,13,4,0,1,1,60,0,0,0,38
아프리카주,르완다,남성,3,0,0,0,0,15,0,0,140,0,9,0,0,0,1,0,23,0,0,5,0,0,3,9,0,0,0,2,11,15,0,2,0,136,0,0,0,8
아프리카주,르완다,여성,2,2,0,0,0,10,0,0,40,0,18,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,1,10,38,0,1,0,44,0,0,0,7
아프리카주,부룬디,남성,0,0,0,0,0,1,0,0,205,0,1,0,0,0,0,0,19,0,0,2,0,0,0,2,0,0,0,0,20,14,0,1,0,179,0,0,0,6
아프리카주,부룬디,여성,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,22,15,0,0,1,27,0,0,0,3
아프리카주,탄자니아,남성,19,1,0,1,0,16,0,0,119,0,18,0,2,0,1,0,11,0,0,1,0,0,0,8,0,0,0,1,3,10,0,3,8,158,0,0,0,18
아프리카주,탄자니아,여성,19,0,0,0,0,5,0,0,52,0,12,0,0,0,0,0,9,1,0,0,0,0,0,5,0,0,0,6,2,13,0,1,2,23,0,0,0,6
아프리카주,알제리,남성,8,1,0,12,0,18,2,0,11,0,4,0,0,0,1,1,1,1,0,1,0,0,1,3,0,1,0,1,3,1,0,7,25,144,0,0,0,85
아프리카주,알제리,여성,8,0,0,1,0,5,0,0,26,0,21,0,0,0,0,0,3,0,0,1,0,0,0,3,0,0,0,2,9,6,0,4,64,34,0,0,0,4
아프리카주,라이베리아,남성,2,8,20,3,0,6,0,0,13,0,12,0,1,0,1,0,6,0,0,0,0,0,0,1,0,0,0,0,4,5,0,1,6,124,0,0,0,148
아프리카주,라이베리아,여성,1,0,4,0,0,9,0,0,8,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,73,0,0,0,51
아프리카주,수단,남성,11,1,0,1,0,18,0,0,17,0,2,0,0,0,23,2,2,1,0,4,0,0,0,11,0,0,0,1,27,22,0,4,4,95,0,0,0,26
아프리카주,수단,여성,14,0,0,0,0,1,0,0,22,0,4,0,0,0,0,1,2,1,0,0,0,0,0,3,0,0,0,0,16,39,0,0,0,2,0,0,0,5
아프리카주,콩고민주공화국,남성,10,3,0,0,0,15,0,0,40,0,12,0,1,0,0,0,9,1,0,3,0,0,0,7,0,0,0,3,37,8,0,7,4,53,0,0,0,15
아프리카주,콩고민주공화국,여성,9,0,0,0,0,6,0,0,15,0,8,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,5,30,22,0,3,0,33,0,0,0,15
아프리카주,세네갈,남성,16,5,0,1,0,8,0,0,9,0,1,0,0,0,0,0,1,1,0,0,0,0,2,3,0,0,0,1,0,2,0,0,18,121,0,0,0,53
아프리카주,세네갈,여성,19,1,0,0,0,3,0,0,16,0,5,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,3,1,1,0,0,1,11,0,0,0,9
아프리카주,코트디부아르,남성,8,16,0,3,0,24,0,0,16,0,7,0,0,0,1,2,8,0,0,1,0,0,2,4,0,0,0,0,1,3,0,0,5,53,0,0,0,13
아프리카주,코트디부아르,여성,7,7,0,0,0,4,0,0,10,0,8,0,0,0,0,0,3,0,0,0,0,0,3,1,0,1,0,1,6,4,0,0,2,27,0,0,0,6
아프리카주,말리,남성,2,0,0,3,0,12,0,0,7,0,8,0,0,0,3,0,7,0,0,0,0,0,1,1,0,0,0,0,6,5,0,1,13,101,0,0,0,50
아프리카주,말리,여성,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,10,0,0,0,11,0,0,0,4
아프리카주,기니,남성,0,0,0,3,0,1,0,0,6,0,3,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,5,3,5,0,1,6,88,0,0,0,63
아프리카주,기니,여성,0,1,0,0,0,0,0,0,0,0,8,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,20,0,0,0,15
아프리카주,짐바브웨,남성,0,3,0,10,0,7,0,0,17,0,0,0,0,0,0,1,4,1,0,3,0,0,2,5,0,1,0,1,0,7,0,1,0,3,0,0,0,6
아프리카주,짐바브웨,여성,0,11,0,0,0,4,1,0,16,0,1,0,0,0,0,0,3,0,0,1,0,0,1,1,0,0,0,1,0,13,0,0,1,7,0,0,0,7
아프리카주,앙골라,남성,7,1,0,3,0,23,0,0,6,0,6,0,0,0,1,1,2,0,0,0,0,0,0,4,0,0,0,1,6,2,0,1,1,15,0,0,0,15
아프리카주,앙골라,여성,10,4,0,0,0,3,0,0,4,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,1,5,0,0,0,1
아프리카주,감비아,남성,0,0,0,2,0,3,0,0,9,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3,42,0,0,0,47
아프리카주,감비아,여성,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1
아프리카주,가봉,남성,14,0,0,0,0,1,0,0,11,0,12,0,0,0,0,0,2,0,0,2,0,0,0,4,0,0,0,0,5,3,0,3,0,3,0,0,0,0
아프리카주,가봉,여성,11,1,0,1,0,1,0,0,18,0,13,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4,0,4,0,0,0,1
아프리카주,시에라리온,남성,11,4,0,3,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,1,0,0,1,26,0,0,0,9
아프리카주,시에라리온,여성,13,0,0,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,1,0,0,0,10,0,0,0,1
아프리카주,잠비아,남성,14,2,0,1,0,6,0,0,9,0,4,0,2,0,0,0,2,1,0,0,0,0,0,4,0,0,0,4,1,1,0,2,0,0,0,0,0,1
아프리카주,잠비아,여성,13,4,0,1,0,0,0,0,9,0,4,0,3,0,0,0,2,0,0,1,0,0,0,1,0,0,0,7,0,4,0,2,1,0,0,0,0,1
아프리카주,말라위,남성,0,5,0,2,0,0,0,0,13,0,1,0,1,0,0,0,6,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,2,0,0,0,0
아프리카주,말라위,여성,0,7,0,0,0,2,0,0,16,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
