대륙,국적,성별,D1(문화예술),D2(유학),D3(기술연수),D4(일반연수),D5(취재),D6(종교),D7(주재),D8(기업투자),D9(무역경영),D10(구직),E1(교수),E2(회화),E3(연구),E4(기술지도),E5(전문직업),E6(예술흥행),E7(특정활동),E8(계절근로),E9(비전문취업),E10(선원취업),F1(방문동거),F2(거주),F3(동반),F5(영주),F6(결혼이민),G1(기타),H1(관광취업),H2(방문취업),기타(Other)
유럽주,북마케도니아,남성,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3
유럽주,북마케도니아,여성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
유럽주,아이슬란드,남성,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0
유럽주,아이슬란드,여성,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
유럽주,보스니아-헤르체고비나,남성,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
유럽주,보스니아-헤르체고비나,여성,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0
유럽주,몬테네그로,남성,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
유럽주,몬테네그로,여성,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
유럽주,몰타,남성,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0
유럽주,몰타,여성,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
유럽주,코소보,남성,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
유럽주,코소보,여성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
유럽주,영국외지시민,남성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
유럽주,영국해외영토시민,여성,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
유럽주,교황청,남성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
오세아니아주,오스트레일리아,남성,1,52,0,4,2,10,7,37,23,3,21,96,8,18,13,25,73,0,0,0,45,49,52,170,377,1,23,0,88
오세아니아주,오스트레일리아,여성,1,61,0,20,3,7,1,7,2,3,5,185,0,0,0,5,45,0,0,0,24,28,80,107,139,0,32,0,71
오세아니아주,뉴질랜드,남성,0,5,0,2,0,4,1,11,3,0,12,62,1,3,9,4,35,0,0,0,6,10,13,108,179,0,4,0,19
오세아니아주,뉴질랜드,여성,0,6,0,5,0,2,0,2,0,1,6,76,0,0,0,2,25,0,0,0,7,16,19,39,39,0,3,0,14
오세아니아주,피지,남성,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1
오세아니아주,피지,여성,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4
오세아니아주,바누아투,남성,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,3,0,0,0,0
오세아니아주,바누아투,여성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
오세아니아주,파푸아뉴기니,남성,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
오세아니아주,파푸아뉴기니,여성,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
오세아니아주,마샬군도,남성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
오세아니아주,마샬군도,여성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
오세아니아주,솔로몬군도,남성,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
오세아니아주,솔로몬군도,여성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1
오세아니아주,통가,남성,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
오세아니아주,통가,여성,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
오세아니아주,팔라우,남성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
오세아니아주,키리바시,남성,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
오세아니아주,키리바시,여성,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
오세아니아주,미이크로네시아,남성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
오세아니아주,미이크로네시아,여성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
오세아니아주,나우루,남성,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
오세아니아주,사모아,남성,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아프리카주,남아프리카공화국,남성,0,12,0,8,0,2,1,7,4,8,21,767,2,10,0,11,35,0,1,0,0,54,67,25,154,227,0,0,43
아프리카주,남아프리카공화국,여성,0,19,0,8,0,0,0,0,0,14,13,2799,0,0,0,4,40,0,0,0,2,28,79,2,73,68,0,0,33
아프리카주,이집트,남성,0,75,0,16,0,1,0,104,28,2,10,1,24,0,0,3,21,0,1,0,17,120,128,27,113,1087,0,0,357
아프리카주,이집트,여성,0,84,0,48,0,0,0,17,1,3,5,2,4,0,0,3,8,0,0,0,17,88,165,7,47,156,0,0,45
아프리카주,나이지리아,남성,0,207,0,43,0,7,1,91,100,44,3,0,21,0,0,4,19,0,20,0,16,28,162,37,159,533,0,0,414
아프리카주,나이지리아,여성,0,109,0,42,0,1,0,13,5,19,0,0,2,0,0,1,6,0,1,0,13,19,258,2,1,87,0,0,78
아프리카주,모로코,남성,0,52,0,14,0,0,0,2,3,0,3,0,1,0,0,4,4,0,1,0,12,10,5,15,137,340,0,0,117
아프리카주,모로코,여성,0,135,0,50,0,0,0,1,0,8,1,1,2,0,0,5,16,0,0,0,40,10,13,14,447,194,0,0,57
아프리카주,에티오피아,남성,0,190,0,12,0,2,3,2,1,16,8,0,32,0,0,1,14,0,0,0,4,136,32,36,11,283,0,0,112
아프리카주,에티오피아,여성,0,74,0,9,0,0,0,0,0,11,1,0,3,0,0,0,1,0,0,0,22,106,69,11,17,142,0,0,84
아프리카주,가나,남성,0,201,0,15,0,1,0,25,10,38,3,0,10,0,0,6,18,0,30,0,28,20,31,11,32,348,0,0,162
아프리카주,가나,여성,0,47,0,11,0,0,0,3,1,12,0,0,1,0,0,0,3,0,1,0,12,13,37,1,4,36,0,0,53
아프리카주,리비아,남성,0,7,0,1,0,1,0,185,10,2,0,0,0,0,0,0,1,0,0,0,9,11,110,6,3,174,0,0,38
아프리카주,리비아,여성,0,3,0,2,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,6,9,156,5,0,5,0,0,30
아프리카주,카메룬,남성,0,115,0,14,0,0,0,1,1,47,1,0,7,0,0,0,7,0,0,0,7,21,37,9,16,86,0,0,114
아프리카주,카메룬,여성,0,49,0,9,0,0,0,0,0,16,1,0,2,0,0,2,1,0,0,0,11,16,66,2,5,38,0,0,68
아프리카주,튀니지,남성,0,15,0,2,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,3,4,3,25,379,0,0,33
아프리카주,튀니지,여성,0,36,0,12,0,0,0,1,0,4,1,0,6,0,0,2,4,0,0,0,5,3,8,5,56,95,0,0,13
아프리카주,케냐,남성,0,106,0,14,0,4,0,1,0,22,2,0,5,0,0,2,18,0,0,0,0,6,28,3,10,84,0,0,45
아프리카주,케냐,여성,0,83,0,15,0,0,0,0,0,9,0,0,1,0,0,3,12,0,0,0,11,4,15,0,5,60,0,0,48
아프리카주,우간다,남성,0,87,0,18,0,0,0,2,0,18,1,0,5,0,0,0,5,0,0,0,0,18,5,1,21,142,0,0,41
아프리카주,우간다,여성,0,55,0,11,0,0,0,0,0,17,0,0,0,0,0,0,2,0,0,0,4,13,4,1,1,60,0,0,38
아프리카주,부룬디,남성,0,202,0,1,0,0,0,0,0,19,0,0,2,0,0,0,2,0,0,0,0,20,13,1,0,179,0,0,6
아프리카주,부룬디,여성,0,45,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,22,13,0,1,27,0,0,1
아프리카주,르완다,남성,0,140,0,9,0,0,0,1,0,23,0,0,5,0,0,3,9,0,0,0,2,11,15,2,0,136,0,0,11
아프리카주,르완다,여성,0,40,0,18,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,1,10,38,1,0,44,0,0,8
아프리카주,탄자니아,남성,0,119,0,17,0,2,0,1,0,11,0,0,1,0,0,0,8,0,0,0,1,3,10,3,8,158,0,0,37
아프리카주,탄자니아,여성,0,52,0,12,0,0,0,0,0,9,1,0,0,0,0,0,5,0,0,0,6,2,13,1,2,23,0,0,25
아프리카주,알제리,남성,0,11,0,3,0,0,0,1,1,1,1,0,1,0,0,1,3,0,1,0,1,3,1,7,25,144,0,0,94
아프리카주,알제리,여성,0,26,0,19,0,0,0,0,0,3,0,0,1,0,0,0,3,0,0,0,2,8,6,4,63,34,0,0,12
아프리카주,라이베리아,남성,0,13,0,12,0,1,0,1,0,6,0,0,0,0,0,0,1,0,0,0,0,4,5,1,6,124,0,0,149
아프리카주,라이베리아,여성,0,8,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,73,0,0,50
아프리카주,콩고민주공화국,남성,0,39,0,10,0,1,0,0,0,9,1,0,3,0,0,0,6,0,0,0,3,37,8,7,4,53,0,0,19
아프리카주,콩고민주공화국,여성,0,14,0,7,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,5,30,21,3,0,33,0,0,23
아프리카주,수단,남성,0,17,0,2,0,0,0,22,2,2,1,0,4,0,0,0,11,0,0,0,0,27,21,4,4,95,0,0,24
아프리카주,수단,여성,0,22,0,4,0,0,0,0,1,2,1,0,0,0,0,0,3,0,0,0,0,16,36,0,0,2,0,0,17
아프리카주,세네갈,남성,0,9,0,1,0,0,0,0,0,1,1,0,0,0,0,2,3,0,0,0,1,0,2,0,18,121,0,0,70
아프리카주,세네갈,여성,0,16,0,5,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,3,1,0,0,1,10,0,0,27
아프리카주,기니,남성,0,6,0,3,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,5,3,5,1,6,87,0,0,63
아프리카주,기니,여성,0,0,0,8,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,20,0,0,16
아프리카주,말리,남성,0,7,0,7,0,0,0,3,0,7,0,0,0,0,0,1,1,0,0,0,0,6,5,1,13,101,0,0,49
아프리카주,말리,여성,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,10,0,0,11,0,0,3
아프리카주,코트디부아르,남성,0,16,0,6,0,0,0,1,2,8,0,0,1,0,0,2,4,0,0,0,0,1,3,0,5,52,0,0,27
아프리카주,코트디부아르,여성,0,10,0,8,0,0,0,0,0,3,0,0,0,0,0,3,1,0,1,0,1,6,4,0,2,25,0,0,15
아프리카주,감비아,남성,0,9,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3,42,0,0,47
아프리카주,감비아,여성,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2
아프리카주,짐바브웨,남성,0,17,0,0,0,0,0,0,1,4,1,0,3,0,0,2,5,0,1,0,1,0,7,1,0,3,0,0,9
아프리카주,짐바브웨,여성,0,16,0,1,0,0,0,0,0,3,0,0,1,0,0,1,1,0,0,0,1,0,13,0,1,7,0,0,17
아프리카주,가봉,남성,0,11,0,12,0,0,0,0,0,2,0,0,2,0,0,0,4,0,0,0,0,5,3,3,0,3,0,0,12
아프리카주,가봉,여성,0,17,0,11,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,4,0,0,9
아프리카주,시에라리온,남성,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,1,0,1,26,0,0,22
아프리카주,시에라리온,여성,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,1,0,0,10,0,0,14
아프리카주,앙골라,남성,0,6,0,6,0,0,0,1,0,2,0,0,0,0,0,0,4,0,0,0,1,6,2,1,1,15,0,0,22
아프리카주,앙골라,여성,0,4,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,3,0,1,5,0,0,14
아프리카주,잠비아,남성,0,9,0,4,0,2,0,0,0,2,1,0,0,0,0,0,4,0,0,0,4,1,1,1,0,0,0,0,17
아프리카주,잠비아,여성,0,9,0,4,0,3,0,0,0,2,0,0,1,0,0,0,1,0,0,0,7,0,4,2,1,0,0,0,18
아프리카주,말라위,남성,0,13,0,1,0,1,0,0,0,6,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,2,0,0,4
아프리카주,말라위,여성,0,16,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
아프리카주,부르키나파소,남성,0,5,0,5,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,0,4,16,0,0,10
아프리카주,부르키나파소,여성,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0
아프리카주,마다가스카르,남성,0,5,0,6,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
아프리카주,마다가스카르,여성,0,21,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,8,0,0,0,0
아프리카주,모잠비크,남성,0,9,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,10,0,0,1
아프리카주,모잠비크,여성,0,7,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,4,0,1,1,0,0,0
아프리카주,토고,남성,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,13,0,0,6
아프리카주,토고,여성,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4
아프리카주,보츠와나,남성,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
아프리카주,보츠와나,여성,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,10,0,0,1
아프리카주,남수단공화국,남성,0,10,0,0,0,0,0,0,0,5,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,3,0,0,2
아프리카주,남수단공화국,여성,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0
아프리카주,콩고,남성,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,13,0,0,4
아프리카주,콩고,여성,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0
아프리카주,소말리아,남성,0,8,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1
아프리카주,소말리아,여성,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
아프리카주,베냉,남성,0,6,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1
아프리카주,베냉,여성,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아프리카주,모리타니,남성,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,1,0,0,2
아프리카주,모리타니,여성,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0
아프리카주,중앙아프리카공화국,남성,0,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
아프리카주,중앙아프리카공화국,여성,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아프리카주,니제르,남성,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,1
아프리카주,니제르,여성,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
아프리카주,기니비사우,남성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2
아프리카주,기니비사우,여성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
아프리카주,에리트레아,남성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
아프리카주,에리트레아,여성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0
아프리카주,모리셔스,남성,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
아프리카주,모리셔스,여성,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
아프리카주,레소토,남성,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아프리카주,레소토,여성,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
아프리카주,적도기니,남성,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
아프리카주,적도기니,여성,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아프리카주,차드,남성,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
아프리카주,차드,여성,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아프리카주,에스와티니,남성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
아프리카주,에스와티니,여성,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아프리카주,지부티,남성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
아프리카주,지부티,여성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
아프리카주,나미비아,여성,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
아프리카주,코모로,남성,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
아프리카주,카보베르데,여성,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아프리카주,세이셸,남성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
기타,기타,남성,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,17,2,1,6,13,0,0,18
기타,기타,여성,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,14,1,2,7,13,0,0,8
