년,유형,국적,건수
2021,귀화,뉴질랜드,1
2021,귀화,남아프리카공화국,2
2021,귀화,모로코,5
2021,귀화,알제리,2
2021,귀화,에티오피아,1
2021,귀화,이집트,5
2021,귀화,카메룬,2
2021,국적회복,몽골,3
2021,국적회복,방글라데시,1
2021,국적회복,베트남,14
2021,국적회복,싱가포르,3
2021,국적회복,우즈베키스탄,12
2021,국적회복,이란,6
2021,국적회복,인도네시아,12
2021,국적회복,일본,86
2021,국적회복,중국,45
2021,국적회복,카자흐스탄,1
2021,국적회복,캄보디아,4
2021,국적회복,태국,6
2021,국적회복,타이완,60
2021,국적회복,필리핀,25
2021,국적회복,한국계중국인,140
2021,국적회복,홍콩,1
2021,국적회복,미국,"1,722"
2021,국적회복,캐나다,354
2021,국적회복,멕시코,3
2021,국적회복,볼리비아,3
2021,국적회복,브라질,17
2021,국적회복,아르헨티나,6
2021,국적회복,에콰도르,2
2021,국적회복,자메이카,1
2021,국적회복,칠레,1
2021,국적회복,파나마,1
2021,국적회복,파라과이,5
2021,국적회복,네덜란드,6
2021,국적회복,덴마크,1
2021,국적회복,독일,15
2021,국적회복,러시아(연방),5
2021,국적회복,벨기에,1
2021,국적회복,스웨덴,8
2021,국적회복,스위스,5
2021,국적회복,스페인,4
2021,국적회복,영국,22
2021,국적회복,영국외지민,1
2021,국적회복,오스트리아,2
2021,국적회복,이탈리아,1
2021,국적회복,폴란드,1
2021,국적회복,프랑스,6
2021,국적회복,한국계러시아인,6
2021,국적회복,뉴질랜드,45
2021,국적회복,오스트레일리아,63
2021,국적회복,피지,7
2021,국적회복,가봉,1
2021,국적회복,남아프리카공화국,4
2021,국적회복,모로코,1
2021,국적회복,짐바브웨,1
2022,귀화,네팔,26
2022,귀화,라오스,9
2022,귀화,마카오,1
2022,귀화,몽골,60
2022,귀화,미얀마,7
2022,귀화,방글라데시,17
2022,귀화,베트남,4431
2022,귀화,스리랑카,4
2022,귀화,아프가니스탄,2
2022,귀화,예멘공화국,2
2022,귀화,요르단,2
2022,귀화,우즈베키스탄,119
2022,귀화,이란,10
2022,귀화,이스라엘,1
2022,귀화,인도,9
2022,귀화,인도네시아,5
2022,귀화,일본,30
2022,귀화,중국,1809
2022,귀화,카자흐스탄,28
2022,귀화,캄보디아,258
2022,귀화,키르기즈,21
2022,귀화,태국,89
2022,귀화,타이완,248
2022,귀화,튀르키예,8
2022,귀화,파키스탄,26
2022,귀화,필리핀,203
2022,귀화,한국계중국인,2671
2022,귀화,홍콩,6
2022,귀화,미국,12
2022,귀화,캐나다,1
2022,귀화,베네수엘라,1
2022,귀화,브라질,1
2022,귀화,아르헨티나,2
2022,귀화,페루,2
2022,귀화,독일,2
2022,귀화,러시아(연방),67
2022,귀화,루마니아,4
2022,귀화,세르비아,1
2022,귀화,스웨덴,1
2022,귀화,스위스,1
2022,귀화,아일랜드,1
2022,귀화,아제르바이잔,1
2022,귀화,영국,3
2022,귀화,우크라이나,6
2022,귀화,폴란드,1
2022,귀화,프랑스,3
2022,귀화,한국계러시아인,16
2022,귀화,헝가리,1
2022,귀화,가나,2
2022,귀화,마다가스카르,1
2022,귀화,모로코,6
2022,귀화,알제리,2
2022,귀화,에티오피아,1
2022,귀화,이집트,2
2022,귀화,콩고민주공화국,1
2022,국적회복,말레이시아,1
2022,국적회복,몽골,6
2022,국적회복,베트남,18
2022,국적회복,사우디아라비아,1
2022,국적회복,싱가포르,2
2022,국적회복,우즈베키스탄,10
2022,국적회복,이란,5
2022,국적회복,인도네시아,12
2022,국적회복,일본,94
2022,국적회복,중국,41
2022,국적회복,캄보디아,3
2022,국적회복,키르기즈,2
2022,국적회복,태국,7
2022,국적회복,타이완,38
2022,국적회복,필리핀,11
2022,국적회복,한국계중국인,73
2022,국적회복,미국,1959
2022,국적회복,캐나다,411
2022,국적회복,베네수엘라,1
2022,국적회복,볼리비아,1
2022,국적회복,브라질,16
2022,국적회복,아르헨티나,14
2022,국적회복,온두라스,1
2022,국적회복,파라과이,5
2022,국적회복,페루,4
2022,국적회복,네덜란드,8
2022,국적회복,노르웨이,1
2022,국적회복,덴마크,2
2022,국적회복,독일,18
2022,국적회복,러시아(연방),7
2022,국적회복,벨기에,4
2022,국적회복,스웨덴,13
2022,국적회복,스위스,6
2022,국적회복,스페인,7
2022,국적회복,아일랜드,1
2022,국적회복,영국,16
2022,국적회복,오스트리아,1
2022,국적회복,이탈리아,3
2022,국적회복,프랑스,6
2022,국적회복,한국계러시아인,8
2022,국적회복,뉴질랜드,67
2022,국적회복,오스트레일리아,130
2022,국적회복,피지,2
2022,국적회복,가봉,1
2023,귀화,네팔,33
2023,귀화,라오스,8
2023,귀화,말레이시아,3
2023,귀화,몽골,111
2023,귀화,미얀마,7
2023,귀화,방글라데시,4
2023,귀화,베트남,3773
2023,귀화,스리랑카,6
2023,귀화,예멘공화국,1
2023,귀화,요르단,2
2023,귀화,우즈베키스탄,95
2023,귀화,이라크,1
2023,귀화,이란,2
2023,귀화,이스라엘,1
2023,귀화,인도,6
2023,귀화,인도네시아,4
2023,귀화,일본,27
2023,귀화,중국,1217
2023,귀화,카자흐스탄,13
2023,귀화,캄보디아,319
2023,귀화,키르기즈,25
2023,귀화,키프로스,0
2023,귀화,타이,109
2023,귀화,타이완,381
2023,귀화,투르크메니스탄,1
2023,귀화,튀르키예,7
2023,귀화,파키스탄,13
2023,귀화,필리핀,240
2023,귀화,한국계중국인,2879
2023,귀화,홍콩,6
2023,귀화,미국,6
2023,귀화,캐나다,6
2023,귀화,과테말라,1
2023,귀화,멕시코,1
2023,귀화,베네수엘라,1
2023,귀화,볼리비아,1
2023,귀화,브라질,3
2023,귀화,콜롬비아,3
2023,귀화,페루,1
2023,귀화,러시아(연방),63
2023,귀화,벨라루스,3
2023,귀화,스웨덴,1
2023,귀화,아제르바이잔,2
2023,귀화,영국,1
2023,귀화,우크라이나,9
2023,귀화,이탈리아,2
2023,귀화,조지아,1
2023,귀화,폴란드,2
2023,귀화,프랑스,1
2023,귀화,한국계러시아인,22
2023,귀화,뉴질랜드,1
2023,귀화,오스트레일리아,1
2023,귀화,니제르,1
2023,귀화,모로코,7
2023,귀화,알제리,1
2023,귀화,이집트,3
2023,귀화,차드,1
2023,귀화,기타,3
2023,국적회복,몽골,8
2023,국적회복,미얀마,1
2023,국적회복,베트남,23
2023,국적회복,싱가포르,1
2023,국적회복,우즈베키스탄,13
2023,국적회복,이란,5
2023,국적회복,이스라엘,1
2023,국적회복,인도네시아,7
2023,국적회복,일본,120
2023,국적회복,중국,47
2023,국적회복,캄보디아,13
2023,국적회복,키르기즈,4
2023,국적회복,타이,9
2023,국적회복,타이완,51
2023,국적회복,튀르키예,1
2023,국적회복,필리핀,14
2023,국적회복,한국계중국인,51
2023,국적회복,홍콩,4
2023,국적회복,미국,2684
2023,국적회복,캐나다,669
2023,국적회복,멕시코,2
2023,국적회복,베네수엘라,1
2023,국적회복,볼리비아,2
2023,국적회복,브라질,12
2023,국적회복,아르헨티나,19
2023,국적회복,파라과이,6
2023,국적회복,네덜란드,10
2023,국적회복,노르웨이,2
2023,국적회복,덴마크,5
2023,국적회복,독일,32
2023,국적회복,러시아(연방),10
2023,국적회복,룩셈부르크,1
2023,국적회복,벨기에,2
2023,국적회복,스웨덴,5
2023,국적회복,스위스,6
2023,국적회복,스페인,9
2023,국적회복,아일랜드,1
2023,국적회복,영국,27
2023,국적회복,영국외지민,1
2023,국적회복,오스트리아,3
2023,국적회복,이탈리아,4
2023,국적회복,프랑스,13
2023,국적회복,한국계러시아인,11
2023,국적회복,뉴질랜드,119
2023,국적회복,오스트레일리아,163
2023,국적회복,피지,2
2023,국적회복,남아프리카공화국,5
2023,국적회복,기타,4
2024,귀화,네팔,37
2024,귀화,라오스,18
2024,귀화,마카오,1
2024,귀화,말레이시아,3
2024,귀화,몽골,79
2024,귀화,미얀마,14
2024,귀화,방글라데시,10
2024,귀화,베트남,2882
2024,귀화,스리랑카,12
2024,귀화,시리아,3
2024,귀화,아프가니스탄,2
2024,귀화,예멘공화국,2
2024,귀화,요르단,2
2024,귀화,우즈베키스탄,97
2024,귀화,이란,11
2024,귀화,인도,6
2024,귀화,인도네시아,8
2024,귀화,일본,24
2024,귀화,중국,1195
2024,귀화,카자흐스탄,27
2024,귀화,캄보디아,306
2024,귀화,키르기즈,41
2024,귀화,키프로스,1
2024,귀화,타이,142
2024,귀화,타이완,363
2024,귀화,타지키스탄,1
2024,귀화,투르크메니스탄,1
2024,귀화,튀르키예,15
2024,귀화,파키스탄,15
2024,귀화,필리핀,281
2024,귀화,한국계중국인,3816
2024,귀화,홍콩,18
2024,귀화,미국,7
2024,귀화,캐나다,2
2024,귀화,앤티카바부다,1
2024,귀화,온두라스,1
2024,귀화,콜롬비아,2
2024,귀화,쿠바,1
2024,귀화,파라과이,1
2024,귀화,페루,1
2024,귀화,독일,1
2024,귀화,러시아(연방),89
2024,귀화,루마니아,2
2024,귀화,몰도바,1
2024,귀화,벨라루스,2
2024,귀화,스웨덴,1
2024,귀화,슬로바크,1
2024,귀화,아르메니아,1
2024,귀화,아일랜드,1
2024,귀화,영국외지민,3
2024,귀화,우크라이나,8
2024,귀화,프랑스,3
2024,귀화,한국계러시아인,46
2024,귀화,오스트레일리아,1
2024,귀화,나이지리아,1
2024,귀화,모로코,7
2024,귀화,부르키나파소,1
2024,귀화,알제리,2
2024,귀화,에티오피아,3
2024,귀화,이집트,1
2024,귀화,케냐,1
2024,귀화,기타,1
2024,국적회복,몽골,7
2024,국적회복,베트남,20
2024,국적회복,싱가포르,1
2024,국적회복,우즈베키스탄,8
2024,국적회복,이란,6
2024,국적회복,인도네시아,12
2024,국적회복,일본,113
2024,국적회복,중국,39
2024,국적회복,캄보디아,1
2024,국적회복,키르기즈,2
2024,국적회복,타이,4
2024,국적회복,타이완,32
2024,국적회복,튀르키예,2
2024,국적회복,필리핀,9
2024,국적회복,한국계중국인,53
2024,국적회복,미국,2298
2024,국적회복,캐나다,610
2024,국적회복,볼리비아,1
2024,국적회복,브라질,13
2024,국적회복,아르헨티나,10
2024,국적회복,엘살바도르,2
2024,국적회복,우루과이,1
2024,국적회복,칠레,1
2024,국적회복,파라과이,2
2024,국적회복,페루,1
2024,국적회복,그리스,1
2024,국적회복,네덜란드,2
2024,국적회복,독일,24
2024,국적회복,러시아(연방),26
2024,국적회복,스웨덴,4
2024,국적회복,스위스,3
2024,국적회복,스페인,12
2024,국적회복,영국,24
2024,국적회복,이탈리아,1
2024,국적회복,프랑스,11
2024,국적회복,핀란드,1
2024,국적회복,한국계러시아인,11
2024,국적회복,헝가리,1
2024,국적회복,뉴질랜드,95
2024,국적회복,바누아투,1
2024,국적회복,오스트레일리아,133
2024,국적회복,피지,2
2024,국적회복,무국적,7
